,Transaction ID,Customer ID,Day,Month,Year,Date,Gender,Age,Age Group,Product Category,Quantity,Price per Unit,Total Amount
251,252,CUST252,Friday,5,2023,2023-05-05,Male,54,54 - 65,Electronics,1,300,300
252,253,CUST253,Thursday,8,2023,2023-08-31,Female,53,45 - 54,Clothing,4,500,2000
253,254,CUST254,Friday,7,2023,2023-07-28,Male,41,35 - 44,Electronics,1,500,500
254,255,CUST255,Saturday,4,2023,2023-04-08,Male,48,45 - 54,Clothing,1,30,30
255,256,CUST256,Saturday,2,2023,2023-02-18,Male,23,18 - 24,Clothing,2,500,1000
256,257,CUST257,Sunday,2,2023,2023-02-19,Male,19,18 - 24,Beauty,4,500,2000
257,258,CUST258,Monday,12,2023,2023-12-04,Female,37,35 - 44,Clothing,1,50,50
258,259,CUST259,Wednesday,8,2023,2023-08-09,Female,45,45 - 54,Clothing,4,50,200
259,260,CUST260,Saturday,7,2023,2023-07-01,Male,28,25 - 34,Beauty,2,30,60
260,261,CUST261,Saturday,8,2023,2023-08-05,Male,21,18 - 24,Clothing,2,25,50
261,262,CUST262,Sunday,7,2023,2023-07-30,Female,32,25 - 34,Beauty,4,30,120
262,263,CUST263,Monday,8,2023,2023-08-28,Male,23,18 - 24,Beauty,2,30,60
263,264,CUST264,Saturday,1,2023,2023-01-28,Male,47,45 - 54,Clothing,3,300,900
264,265,CUST265,Monday,12,2023,2023-12-11,Male,55,54 - 65,Clothing,3,300,900
265,266,CUST266,Friday,12,2023,2023-12-01,Female,19,18 - 24,Electronics,2,30,60
266,267,CUST267,Monday,11,2023,2023-11-27,Female,32,25 - 34,Beauty,3,30,90
267,268,CUST268,Monday,2,2023,2023-02-20,Female,28,25 - 34,Electronics,1,30,30
268,269,CUST269,Wednesday,2,2023,2023-02-01,Male,25,25 - 34,Clothing,4,500,2000
269,270,CUST270,Wednesday,7,2023,2023-07-26,Male,43,35 - 44,Electronics,1,300,300
270,271,CUST271,Friday,6,2023,2023-06-23,Female,62,54 - 65,Beauty,4,30,120
271,272,CUST272,Saturday,2,2023,2023-02-25,Female,61,54 - 65,Electronics,2,50,100
272,273,CUST273,Monday,5,2023,2023-05-08,Female,22,18 - 24,Beauty,1,50,50
273,274,CUST274,Sunday,4,2023,2023-04-09,Female,23,18 - 24,Clothing,2,500,1000
274,275,CUST275,Saturday,4,2023,2023-04-08,Male,43,35 - 44,Clothing,2,500,1000
275,276,CUST276,Monday,10,2023,2023-10-02,Female,21,18 - 24,Beauty,4,25,100
276,277,CUST277,Friday,8,2023,2023-08-18,Male,36,35 - 44,Clothing,4,25,100
277,278,CUST278,Monday,3,2023,2023-03-13,Female,37,35 - 44,Clothing,4,25,100
278,279,CUST279,Saturday,8,2023,2023-08-05,Male,50,45 - 54,Clothing,1,500,500
279,280,CUST280,Tuesday,4,2023,2023-04-04,Female,37,35 - 44,Clothing,3,500,1500
280,281,CUST281,Tuesday,5,2023,2023-05-23,Female,29,25 - 34,Beauty,4,500,2000
281,282,CUST282,Friday,8,2023,2023-08-25,Female,64,54 - 65,Electronics,4,50,200
282,283,CUST283,Monday,5,2023,2023-05-08,Female,18,18 - 24,Electronics,1,500,500
283,284,CUST284,Wednesday,2,2023,2023-02-08,Male,43,35 - 44,Clothing,4,50,200
284,285,CUST285,Tuesday,8,2023,2023-08-15,Female,31,25 - 34,Electronics,1,25,25
285,286,CUST286,Monday,10,2023,2023-10-09,Male,55,54 - 65,Electronics,2,25,50
286,287,CUST287,Monday,2,2023,2023-02-20,Male,54,54 - 65,Clothing,4,25,100
287,288,CUST288,Thursday,1,2023,2023-01-26,Male,28,25 - 34,Clothing,4,30,120
288,289,CUST289,Thursday,11,2023,2023-11-30,Male,53,45 - 54,Electronics,2,30,60
289,290,CUST290,Wednesday,10,2023,2023-10-04,Female,30,25 - 34,Beauty,2,300,600
290,291,CUST291,Sunday,1,2023,2023-01-08,Male,60,54 - 65,Clothing,2,300,600
291,292,CUST292,Friday,2,2023,2023-02-17,Male,20,18 - 24,Beauty,4,300,1200
292,293,CUST293,Tuesday,5,2023,2023-05-02,Male,50,45 - 54,Electronics,3,30,90
293,294,CUST294,Monday,3,2023,2023-03-27,Female,23,18 - 24,Clothing,3,30,90
294,295,CUST295,Friday,7,2023,2023-07-28,Female,27,25 - 34,Beauty,3,300,900
295,296,CUST296,Wednesday,9,2023,2023-09-06,Female,22,18 - 24,Clothing,4,300,1200
296,297,CUST297,Monday,9,2023,2023-09-04,Female,40,35 - 44,Electronics,2,500,1000
297,298,CUST298,Thursday,4,2023,2023-04-20,Male,27,25 - 34,Beauty,4,300,1200
298,299,CUST299,Tuesday,7,2023,2023-07-25,Male,61,54 - 65,Electronics,2,500,1000
299,300,CUST300,Tuesday,1,2023,2023-01-31,Female,19,18 - 24,Electronics,4,50,200
300,301,CUST301,Sunday,3,2023,2023-03-26,Male,30,25 - 34,Clothing,4,30,120
301,302,CUST302,Friday,7,2023,2023-07-14,Male,57,54 - 65,Beauty,2,300,600
302,303,CUST303,Monday,1,2023,2023-01-02,Male,19,18 - 24,Electronics,3,30,90
303,304,CUST304,Wednesday,7,2023,2023-07-19,Female,37,35 - 44,Electronics,2,30,60
304,305,CUST305,Tuesday,5,2023,2023-05-16,Female,18,18 - 24,Beauty,1,30,30
305,306,CUST306,Monday,8,2023,2023-08-21,Male,54,54 - 65,Electronics,1,50,50
306,307,CUST307,Saturday,5,2023,2023-05-27,Female,26,25 - 34,Electronics,2,25,50
307,308,CUST308,Saturday,8,2023,2023-08-05,Female,34,25 - 34,Beauty,4,300,1200
308,309,CUST309,Saturday,12,2023,2023-12-23,Female,26,25 - 34,Beauty,1,25,25
309,310,CUST310,Thursday,10,2023,2023-10-12,Female,28,25 - 34,Beauty,1,25,25
310,311,CUST311,Tuesday,12,2023,2023-12-05,Female,32,25 - 34,Beauty,4,25,100
311,312,CUST312,Thursday,9,2023,2023-09-07,Male,41,35 - 44,Clothing,4,30,120
312,313,CUST313,Tuesday,3,2023,2023-03-21,Female,55,54 - 65,Beauty,3,500,1500
313,314,CUST314,Saturday,4,2023,2023-04-08,Male,52,45 - 54,Clothing,4,30,120
314,315,CUST315,Thursday,6,2023,2023-06-01,Male,47,45 - 54,Clothing,2,30,60
315,316,CUST316,Saturday,4,2023,2023-04-22,Female,48,45 - 54,Clothing,2,25,50
316,317,CUST317,Monday,1,2023,2023-01-30,Male,22,18 - 24,Electronics,3,30,90
317,318,CUST318,Tuesday,10,2023,2023-10-24,Male,61,54 - 65,Clothing,1,25,25
318,319,CUST319,Thursday,10,2023,2023-10-05,Male,31,25 - 34,Clothing,1,500,500
319,320,CUST320,Wednesday,2,2023,2023-02-01,Female,28,25 - 34,Electronics,4,300,1200
320,321,CUST321,Saturday,6,2023,2023-06-10,Female,26,25 - 34,Electronics,2,25,50
321,322,CUST322,Monday,1,2023,2023-01-30,Male,51,45 - 54,Electronics,1,500,500
322,323,CUST323,Thursday,1,2023,2023-01-26,Female,29,25 - 34,Beauty,3,300,900
323,324,CUST324,Friday,10,2023,2023-10-27,Female,52,45 - 54,Electronics,3,50,150
324,325,CUST325,Saturday,9,2023,2023-09-02,Female,52,45 - 54,Electronics,2,25,50
325,326,CUST326,Friday,9,2023,2023-09-15,Female,18,18 - 24,Clothing,3,25,75
326,327,CUST327,Friday,9,2023,2023-09-29,Male,57,54 - 65,Electronics,3,50,150
327,328,CUST328,Wednesday,3,2023,2023-03-22,Male,39,35 - 44,Beauty,2,50,100
328,329,CUST329,Monday,1,2023,2023-01-30,Female,46,45 - 54,Electronics,4,25,100
329,330,CUST330,Monday,9,2023,2023-09-18,Female,25,25 - 34,Beauty,4,50,200
330,331,CUST331,Saturday,2,2023,2023-02-11,Male,28,25 - 34,Electronics,3,30,90
331,332,CUST332,Thursday,4,2023,2023-04-06,Male,58,54 - 65,Electronics,4,300,1200
332,333,CUST333,Sunday,2,2023,2023-02-05,Female,54,54 - 65,Electronics,4,300,1200
333,334,CUST334,Wednesday,11,2023,2023-11-01,Male,31,25 - 34,Electronics,3,300,900
334,335,CUST335,Saturday,2,2023,2023-02-04,Female,47,45 - 54,Beauty,4,30,120
335,336,CUST336,Tuesday,12,2023,2023-12-12,Female,52,45 - 54,Beauty,3,50,150
336,337,CUST337,Monday,5,2023,2023-05-01,Male,38,35 - 44,Clothing,1,500,500
337,338,CUST338,Wednesday,7,2023,2023-07-26,Male,54,54 - 65,Beauty,2,50,100
338,339,CUST339,Friday,3,2023,2023-03-03,Female,22,18 - 24,Electronics,2,25,50
339,340,CUST340,Thursday,10,2023,2023-10-19,Female,36,35 - 44,Clothing,4,300,1200
340,341,CUST341,Sunday,5,2023,2023-05-07,Male,31,25 - 34,Clothing,4,50,200
341,342,CUST342,Tuesday,10,2023,2023-10-24,Female,43,35 - 44,Clothing,4,500,2000
342,343,CUST343,Wednesday,11,2023,2023-11-01,Male,21,18 - 24,Electronics,2,25,50
343,344,CUST344,Saturday,1,2023,2023-01-21,Female,42,35 - 44,Beauty,1,30,30
344,345,CUST345,Tuesday,11,2023,2023-11-14,Male,62,54 - 65,Electronics,1,30,30
345,346,CUST346,Saturday,2,2023,2023-02-11,Male,59,54 - 65,Clothing,2,500,1000
346,347,CUST347,Thursday,8,2023,2023-08-03,Male,42,35 - 44,Electronics,1,25,25
347,348,CUST348,Sunday,12,2023,2023-12-03,Female,35,35 - 44,Electronics,2,300,600
348,349,CUST349,Thursday,10,2023,2023-10-26,Female,57,54 - 65,Beauty,1,50,50
349,350,CUST350,Tuesday,10,2023,2023-10-17,Male,25,25 - 34,Beauty,3,25,75
350,351,CUST351,Monday,9,2023,2023-09-25,Female,56,54 - 65,Clothing,3,30,90
351,352,CUST352,Sunday,6,2023,2023-06-11,Male,57,54 - 65,Electronics,2,500,1000
352,353,CUST353,Sunday,5,2023,2023-05-14,Male,31,25 - 34,Electronics,1,500,500
353,354,CUST354,Saturday,4,2023,2023-04-15,Female,49,45 - 54,Beauty,4,50,200
354,355,CUST355,Saturday,12,2023,2023-12-09,Female,55,54 - 65,Electronics,1,500,500
355,356,CUST356,Saturday,6,2023,2023-06-10,Male,50,45 - 54,Electronics,3,500,1500
356,357,CUST357,Wednesday,5,2023,2023-05-03,Female,40,35 - 44,Electronics,3,25,75
357,358,CUST358,Tuesday,5,2023,2023-05-16,Female,32,25 - 34,Beauty,1,300,300
358,359,CUST359,Saturday,7,2023,2023-07-22,Male,50,45 - 54,Clothing,1,50,50
359,360,CUST360,Thursday,3,2023,2023-03-09,Male,42,35 - 44,Clothing,4,25,100
360,361,CUST361,Sunday,12,2023,2023-12-10,Female,34,25 - 34,Electronics,4,300,1200
361,362,CUST362,Monday,11,2023,2023-11-27,Male,50,45 - 54,Clothing,1,25,25
362,363,CUST363,Saturday,6,2023,2023-06-03,Male,64,54 - 65,Beauty,1,25,25
363,364,CUST364,Wednesday,8,2023,2023-08-23,Female,19,18 - 24,Beauty,1,500,500
364,365,CUST365,Sunday,6,2023,2023-06-11,Male,31,25 - 34,Clothing,1,300,300
365,366,CUST366,Tuesday,2,2023,2023-02-07,Male,57,54 - 65,Clothing,2,50,100
366,367,CUST367,Thursday,1,2023,2023-01-05,Female,57,54 - 65,Electronics,1,50,50
367,368,CUST368,Wednesday,8,2023,2023-08-23,Female,56,54 - 65,Clothing,4,300,1200
368,369,CUST369,Wednesday,11,2023,2023-11-15,Male,23,18 - 24,Electronics,3,500,1500
369,370,CUST370,Monday,10,2023,2023-10-16,Male,23,18 - 24,Electronics,2,30,60
370,371,CUST371,Tuesday,2,2023,2023-02-21,Female,20,18 - 24,Beauty,1,25,25
371,372,CUST372,Tuesday,2,2023,2023-02-07,Female,24,18 - 24,Beauty,3,500,1500
372,373,CUST373,Tuesday,10,2023,2023-10-03,Female,25,25 - 34,Beauty,2,300,600
373,374,CUST374,Thursday,4,2023,2023-04-20,Female,59,54 - 65,Beauty,3,25,75
374,375,CUST375,Sunday,9,2023,2023-09-17,Male,32,25 - 34,Clothing,1,50,50
375,376,CUST376,Tuesday,5,2023,2023-05-16,Female,64,54 - 65,Beauty,1,30,30
376,377,CUST377,Thursday,3,2023,2023-03-09,Female,46,45 - 54,Clothing,4,50,200
377,378,CUST378,Wednesday,6,2023,2023-06-28,Male,50,45 - 54,Beauty,1,300,300
378,379,CUST379,Sunday,2,2023,2023-02-05,Female,47,45 - 54,Clothing,1,25,25
379,380,CUST380,Saturday,5,2023,2023-05-06,Male,56,54 - 65,Electronics,2,300,600
380,381,CUST381,Sunday,7,2023,2023-07-09,Female,44,35 - 44,Clothing,4,25,100
381,382,CUST382,Friday,5,2023,2023-05-26,Female,53,45 - 54,Clothing,2,500,1000
382,383,CUST383,Wednesday,3,2023,2023-03-22,Female,46,45 - 54,Beauty,3,30,90
383,384,CUST384,Sunday,8,2023,2023-08-13,Male,55,54 - 65,Clothing,1,500,500
384,385,CUST385,Friday,10,2023,2023-10-06,Male,50,45 - 54,Electronics,3,500,1500
385,386,CUST386,Wednesday,12,2023,2023-12-27,Female,54,54 - 65,Electronics,2,300,600
386,387,CUST387,Sunday,6,2023,2023-06-04,Male,44,35 - 44,Beauty,1,30,30
387,388,CUST388,Friday,11,2023,2023-11-10,Male,50,45 - 54,Electronics,1,25,25
388,389,CUST389,Friday,12,2023,2023-12-01,Male,21,18 - 24,Clothing,2,25,50
389,390,CUST390,Thursday,9,2023,2023-09-28,Male,39,35 - 44,Electronics,2,50,100
390,391,CUST391,Thursday,1,2023,2023-01-05,Male,19,18 - 24,Beauty,2,25,50
391,392,CUST392,Friday,12,2023,2023-12-08,Male,27,25 - 34,Clothing,2,300,600
392,393,CUST393,Wednesday,10,2023,2023-10-11,Female,22,18 - 24,Beauty,2,500,1000
393,394,CUST394,Saturday,6,2023,2023-06-03,Female,27,25 - 34,Clothing,1,500,500
394,395,CUST395,Wednesday,12,2023,2023-12-06,Male,50,45 - 54,Electronics,2,500,1000
395,396,CUST396,Thursday,2,2023,2023-02-23,Female,55,54 - 65,Beauty,1,30,30
396,397,CUST397,Friday,3,2023,2023-03-10,Female,30,25 - 34,Beauty,1,25,25
397,398,CUST398,Tuesday,5,2023,2023-05-16,Female,48,45 - 54,Clothing,2,300,600
398,399,CUST399,Wednesday,3,2023,2023-03-01,Female,64,54 - 65,Beauty,2,30,60
399,400,CUST400,Friday,2,2023,2023-02-24,Male,53,45 - 54,Clothing,4,50,200
400,401,CUST401,Wednesday,10,2023,2023-10-11,Female,62,54 - 65,Clothing,1,300,300
401,402,CUST402,Tuesday,3,2023,2023-03-21,Female,41,35 - 44,Clothing,2,300,600
402,403,CUST403,Saturday,5,2023,2023-05-20,Male,32,25 - 34,Clothing,2,300,600
403,404,CUST404,Thursday,5,2023,2023-05-25,Male,46,45 - 54,Electronics,2,500,1000
404,405,CUST405,Monday,11,2023,2023-11-06,Female,25,25 - 34,Clothing,4,300,1200
405,406,CUST406,Tuesday,4,2023,2023-04-18,Female,22,18 - 24,Beauty,4,25,100
406,407,CUST407,Sunday,6,2023,2023-06-25,Female,46,45 - 54,Electronics,3,300,900
407,408,CUST408,Saturday,4,2023,2023-04-15,Female,64,54 - 65,Beauty,1,500,500
408,409,CUST409,Monday,12,2023,2023-12-18,Female,21,18 - 24,Electronics,3,300,900
409,410,CUST410,Tuesday,11,2023,2023-11-21,Female,29,25 - 34,Clothing,2,50,100
410,411,CUST411,Tuesday,5,2023,2023-05-16,Male,62,54 - 65,Electronics,4,50,200
411,412,CUST412,Saturday,9,2023,2023-09-16,Female,19,18 - 24,Electronics,4,500,2000
412,413,CUST413,Friday,9,2023,2023-09-08,Female,44,35 - 44,Beauty,3,25,75
413,414,CUST414,Tuesday,5,2023,2023-05-09,Male,48,45 - 54,Beauty,4,25,100
414,415,CUST415,Friday,1,2023,2023-01-27,Male,53,45 - 54,Clothing,2,30,60
415,416,CUST416,Friday,2,2023,2023-02-17,Male,53,45 - 54,Electronics,4,500,2000
416,417,CUST417,Tuesday,11,2023,2023-11-21,Male,43,35 - 44,Electronics,3,300,900
417,418,CUST418,Saturday,8,2023,2023-08-05,Female,60,54 - 65,Electronics,2,500,1000
418,419,CUST419,Monday,5,2023,2023-05-22,Female,44,35 - 44,Clothing,3,30,90
419,420,CUST420,Monday,1,2023,2023-01-23,Female,22,18 - 24,Clothing,4,500,2000
420,421,CUST421,Monday,1,2023,2023-01-02,Female,37,35 - 44,Clothing,3,500,1500
421,422,CUST422,Tuesday,6,2023,2023-06-20,Female,28,25 - 34,Clothing,3,30,90
422,423,CUST423,Wednesday,3,2023,2023-03-08,Female,27,25 - 34,Clothing,1,25,25
423,424,CUST424,Thursday,11,2023,2023-11-23,Male,57,54 - 65,Beauty,4,300,1200
424,425,CUST425,Monday,5,2023,2023-05-15,Female,55,54 - 65,Electronics,4,30,120
425,426,CUST426,Friday,3,2023,2023-03-24,Male,23,18 - 24,Electronics,3,50,150
426,427,CUST427,Tuesday,8,2023,2023-08-15,Male,25,25 - 34,Electronics,1,25,25
427,428,CUST428,Tuesday,10,2023,2023-10-10,Female,40,35 - 44,Electronics,4,50,200
428,429,CUST429,Thursday,12,2023,2023-12-28,Male,64,54 - 65,Electronics,2,25,50
429,430,CUST430,Monday,8,2023,2023-08-07,Female,43,35 - 44,Electronics,3,300,900
430,431,CUST431,Sunday,10,2023,2023-10-15,Male,63,54 - 65,Electronics,4,300,1200
431,432,CUST432,Thursday,1,2023,2023-01-05,Female,60,54 - 65,Electronics,2,500,1000
432,433,CUST433,Monday,2,2023,2023-02-27,Male,29,25 - 34,Beauty,4,50,200
433,434,CUST434,Wednesday,2,2023,2023-02-08,Female,43,35 - 44,Electronics,2,25,50
434,435,CUST435,Wednesday,12,2023,2023-12-20,Female,30,25 - 34,Beauty,3,300,900
435,436,CUST436,Saturday,3,2023,2023-03-18,Female,57,54 - 65,Clothing,4,30,120
436,437,CUST437,Saturday,10,2023,2023-10-07,Female,35,35 - 44,Electronics,4,300,1200
437,438,CUST438,Thursday,1,2023,2023-01-19,Female,42,35 - 44,Clothing,1,30,30
438,439,CUST439,Sunday,7,2023,2023-07-09,Male,50,45 - 54,Clothing,3,25,75
439,440,CUST440,Thursday,10,2023,2023-10-26,Male,64,54 - 65,Clothing,2,300,600
440,441,CUST441,Tuesday,10,2023,2023-10-10,Male,57,54 - 65,Beauty,4,300,1200
441,442,CUST442,Friday,3,2023,2023-03-17,Female,60,54 - 65,Clothing,4,25,100
442,443,CUST443,Wednesday,8,2023,2023-08-09,Male,29,25 - 34,Clothing,2,300,600
443,444,CUST444,Tuesday,3,2023,2023-03-07,Female,61,54 - 65,Clothing,3,30,90
444,445,CUST445,Sunday,1,2023,2023-01-22,Female,53,45 - 54,Electronics,1,300,300
445,446,CUST446,Wednesday,6,2023,2023-06-07,Male,21,18 - 24,Electronics,1,50,50
446,447,CUST447,Thursday,7,2023,2023-07-06,Male,22,18 - 24,Beauty,4,500,2000
447,448,CUST448,Saturday,1,2023,2023-01-21,Female,54,54 - 65,Beauty,2,30,60
448,449,CUST449,Monday,7,2023,2023-07-03,Male,25,25 - 34,Electronics,4,50,200
449,450,CUST450,Tuesday,4,2023,2023-04-18,Female,59,54 - 65,Beauty,2,25,50
450,451,CUST451,Saturday,12,2023,2023-12-16,Female,45,45 - 54,Electronics,1,30,30
451,452,CUST452,Monday,5,2023,2023-05-08,Female,48,45 - 54,Clothing,3,500,1500
452,453,CUST453,Friday,12,2023,2023-12-08,Female,26,25 - 34,Clothing,2,500,1000
453,454,CUST454,Wednesday,2,2023,2023-02-22,Female,46,45 - 54,Beauty,1,25,25
454,455,CUST455,Saturday,7,2023,2023-07-01,Male,31,25 - 34,Electronics,4,25,100
455,456,CUST456,Saturday,10,2023,2023-10-14,Male,57,54 - 65,Electronics,2,30,60
456,457,CUST457,Friday,7,2023,2023-07-28,Female,58,54 - 65,Beauty,3,300,900
457,458,CUST458,Tuesday,11,2023,2023-11-14,Female,39,35 - 44,Electronics,4,25,100
458,459,CUST459,Tuesday,3,2023,2023-03-21,Male,28,25 - 34,Clothing,4,300,1200
459,460,CUST460,Tuesday,5,2023,2023-05-02,Male,40,35 - 44,Beauty,1,50,50
460,461,CUST461,Saturday,3,2023,2023-03-25,Female,18,18 - 24,Beauty,2,500,1000
461,462,CUST462,Saturday,4,2023,2023-04-01,Male,63,54 - 65,Electronics,4,300,1200
462,463,CUST463,Monday,7,2023,2023-07-31,Female,54,54 - 65,Beauty,3,500,1500
463,464,CUST464,Friday,1,2023,2023-01-13,Male,38,35 - 44,Electronics,2,300,600
464,465,CUST465,Sunday,4,2023,2023-04-02,Female,43,35 - 44,Electronics,3,50,150
465,466,CUST466,Tuesday,6,2023,2023-06-20,Male,63,54 - 65,Electronics,4,25,100
466,467,CUST467,Sunday,7,2023,2023-07-30,Female,53,45 - 54,Electronics,3,50,150
467,468,CUST468,Saturday,12,2023,2023-12-09,Male,40,35 - 44,Electronics,1,25,25
468,469,CUST469,Monday,5,2023,2023-05-08,Male,18,18 - 24,Beauty,3,25,75
469,470,CUST470,Wednesday,5,2023,2023-05-17,Female,57,54 - 65,Clothing,2,500,1000
470,471,CUST471,Thursday,3,2023,2023-03-23,Male,32,25 - 34,Clothing,3,50,150
471,472,CUST472,Tuesday,12,2023,2023-12-26,Female,38,35 - 44,Beauty,3,300,900
472,473,CUST473,Saturday,2,2023,2023-02-25,Male,64,54 - 65,Beauty,1,50,50
473,474,CUST474,Saturday,7,2023,2023-07-15,Female,26,25 - 34,Clothing,3,500,1500
474,475,CUST475,Friday,1,2023,2023-01-20,Male,26,25 - 34,Clothing,3,25,75
475,476,CUST476,Tuesday,8,2023,2023-08-29,Female,27,25 - 34,Clothing,4,500,2000
476,477,CUST477,Monday,4,2023,2023-04-24,Male,43,35 - 44,Clothing,4,30,120
477,478,CUST478,Thursday,4,2023,2023-04-13,Female,58,54 - 65,Clothing,2,30,60
478,479,CUST479,Thursday,8,2023,2023-08-24,Male,52,45 - 54,Electronics,4,300,1200
479,480,CUST480,Thursday,6,2023,2023-06-29,Female,42,35 - 44,Beauty,4,500,2000
480,481,CUST481,Tuesday,6,2023,2023-06-06,Female,43,35 - 44,Electronics,4,300,1200
481,482,CUST482,Thursday,4,2023,2023-04-27,Female,28,25 - 34,Clothing,4,300,1200
482,483,CUST483,Tuesday,4,2023,2023-04-25,Male,55,54 - 65,Clothing,1,30,30
483,484,CUST484,Friday,1,2023,2023-01-13,Female,19,18 - 24,Clothing,4,300,1200
484,485,CUST485,Monday,12,2023,2023-12-04,Male,24,18 - 24,Electronics,1,30,30
485,486,CUST486,Sunday,4,2023,2023-04-09,Female,35,35 - 44,Electronics,1,25,25
486,487,CUST487,Monday,7,2023,2023-07-24,Male,44,35 - 44,Clothing,4,500,2000
487,488,CUST488,Sunday,6,2023,2023-06-18,Female,51,45 - 54,Electronics,3,300,900
488,489,CUST489,Tuesday,5,2023,2023-05-23,Male,44,35 - 44,Electronics,1,30,30
489,490,CUST490,Sunday,2,2023,2023-02-05,Male,34,25 - 34,Clothing,3,50,150
490,491,CUST491,Tuesday,5,2023,2023-05-23,Female,60,54 - 65,Electronics,3,300,900
491,492,CUST492,Thursday,6,2023,2023-06-29,Male,61,54 - 65,Beauty,4,25,100
492,493,CUST493,Saturday,11,2023,2023-11-25,Male,41,35 - 44,Beauty,2,25,50
493,494,CUST494,Monday,9,2023,2023-09-18,Female,42,35 - 44,Beauty,4,50,200
494,495,CUST495,Monday,7,2023,2023-07-24,Male,24,18 - 24,Beauty,2,30,60
495,496,CUST496,Thursday,12,2023,2023-12-14,Male,23,18 - 24,Clothing,2,300,600
496,497,CUST497,Monday,10,2023,2023-10-02,Male,41,35 - 44,Clothing,4,30,120
497,498,CUST498,Monday,6,2023,2023-06-19,Female,50,45 - 54,Clothing,4,25,100
498,499,CUST499,Sunday,1,2023,2023-01-15,Male,46,45 - 54,Beauty,2,30,60
499,500,CUST500,Wednesday,3,2023,2023-03-01,Female,60,54 - 65,Beauty,4,25,100
